hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,agent_campany,total_guests,total_nights,estimated_revenue,is_family
City Hotel,1,223,2016,September,40,30,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.96,0,0,Canceled,2016-02-22,Agent,2,5,369.79999999999995,0
City Hotel,1,5,2016,October,40,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,321.0,0,Transient-Party,110.0,0,0,Canceled,2016-09-28,Company,1,1,110.0,0
City Hotel,1,0,2016,October,40,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,180.0,0,0,No-Show,2016-10-01,Direct,1,1,180.0,0
City Hotel,1,4,2016,October,40,1,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,E,E,0,No Deposit,,45.0,0,Transient,0.0,0,1,Canceled,2016-09-29,Company,2,1,0.0,0
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,95.4,0,0,Canceled,2016-02-26,Agent,2,2,190.8,0
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,95.4,0,0,Canceled,2016-02-17,Agent,2,2,190.8,0
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,115.2,0,0,Canceled,2016-02-17,Agent,2,2,230.4,0
City Hotel,1,261,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,96.0,0,0,Canceled,2016-01-14,Agent,2,2,192.0,0
City Hotel,1,201,2016,October,40,1,1,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0,Canceled,2016-03-15,Agent,2,2,196.2,0
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,115.2,0,0,Canceled,2016-02-26,Agent,2,2,230.4,0
City Hotel,1,281,2016,October,40,1,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,174,Transient-Party,96.0,0,0,Canceled,2016-09-20,Agent,2,3,288.0,0
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,0,Canceled,2016-08-31,Agent,2,3,326.70000000000005,0
City Hotel,1,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,2,Canceled,2016-09-01,Agent,2,3,326.70000000000005,0
City Hotel,1,167,2016,October,40,1,2,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0,Canceled,2016-08-07,Agent,2,3,294.29999999999995,0
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.2,0,0,Canceled,2016-02-26,Agent,2,3,318.6,0
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1,Canceled,2016-09-12,Agent,2,3,326.70000000000005,0
City Hotel,1,135,2016,October,40,1,2,1,2,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,0,Canceled,2016-05-24,Agent,2,3,396.90000000000003,0
City Hotel,1,134,2016,October,40,1,2,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,128.7,0,0,Canceled,2016-09-05,Agent,1,3,386.09999999999997,0
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1,Canceled,2016-09-19,Agent,2,3,326.70000000000005,0
City Hotel,1,213,2016,October,40,1,2,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.65,0,0,Canceled,2016-03-14,Agent,2,4,370.6,0
City Hotel,1,187,2016,October,40,1,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,1,Canceled,2016-09-29,Agent,2,4,489.6,0
City Hotel,1,213,2016,October,40,1,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.85,0,1,Canceled,2016-09-06,Agent,2,4,411.4,0
City Hotel,1,167,2016,October,40,1,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,2016-08-07,Agent,2,4,489.6,0
City Hotel,1,26,2016,October,40,1,2,2,2,2,0,HB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,294.0,0,2,Canceled,2016-09-16,Agent,4,4,1176.0,1
City Hotel,1,159,2016,October,40,1,2,3,2,1,0,HB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.55,0,1,No-Show,2016-10-01,Agent,3,5,717.75,1
City Hotel,1,157,2016,October,40,1,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,0,Canceled,2016-05-04,Agent,2,7,926.1000000000001,0
City Hotel,1,40,2016,October,41,2,1,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Canceled,2016-09-27,Agent,2,1,97.2,0
City Hotel,1,4,2016,October,41,2,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Canceled,2016-09-29,Agent,2,1,140.0,0
City Hotel,1,88,2016,October,41,2,2,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,1,Canceled,2016-07-07,Agent,2,2,264.6,0
City Hotel,1,11,2016,October,41,2,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,155.0,0,0,Canceled,2016-09-21,Agent,2,2,310.0,0
City Hotel,1,47,2016,October,41,2,2,0,1,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,127.0,0,1,Canceled,2016-08-19,Agent,1,2,254.0,0
City Hotel,1,52,2016,October,41,2,2,0,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-08-25,Agent,1,2,216.0,0
City Hotel,1,39,2016,October,41,2,2,0,1,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,1,No Deposit,195.0,,0,Transient,134.0,0,1,Canceled,2016-09-19,Agent,1,2,268.0,0
City Hotel,1,44,2016,October,41,2,2,0,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,0,Canceled,2016-09-18,Agent,2,2,226.8,0
City Hotel,1,34,2016,October,41,2,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-08-29,Agent,2,3,324.0,0
City Hotel,1,26,2016,October,41,2,2,1,1,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,147.0,0,0,Canceled,2016-09-08,Agent,1,3,441.0,0
City Hotel,1,81,2016,October,41,2,2,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.07,0,0,Canceled,2016-08-02,Agent,2,3,357.21,0
City Hotel,1,26,2016,October,41,2,2,1,1,0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,147.0,0,0,Canceled,2016-09-10,Agent,1,3,441.0,0
City Hotel,1,59,2016,October,41,2,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,1,Canceled,2016-08-24,Agent,2,3,356.4,0
City Hotel,1,25,2016,October,41,2,2,1,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.0,0,1,Canceled,2016-09-08,Agent,2,3,399.0,0
City Hotel,1,39,2016,October,41,2,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Canceled,2016-08-29,Agent,2,3,378.0,0
City Hotel,1,133,2016,October,41,2,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-06-15,Agent,2,3,324.0,0
City Hotel,1,44,2016,October,41,2,2,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,108.0,0,1,Canceled,2016-08-22,Agent,2,3,324.0,0
City Hotel,1,31,2016,October,41,2,2,1,1,0,0,SC,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,114.3,0,1,Canceled,2016-09-04,Agent,1,3,342.9,0
City Hotel,1,42,2016,October,41,2,2,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,0,Canceled,2016-09-08,Agent,2,3,340.20000000000005,0
City Hotel,1,19,2016,October,41,2,2,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-09-14,Agent,2,3,348.29999999999995,0
City Hotel,1,102,2016,October,41,2,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-07-10,Agent,2,3,324.0,0
City Hotel,1,34,2016,October,41,2,2,1,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,2,Canceled,2016-09-26,Agent,2,3,324.0,0
City Hotel,1,10,2016,October,41,2,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,107.0,0,0,Canceled,2016-09-24,Agent,2,4,428.0,0
City Hotel,1,24,2016,October,41,2,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,3,Canceled,2016-09-29,Agent,2,4,516.0,0
City Hotel,1,54,2016,October,41,2,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-08-09,Agent,2,4,432.0,0
City Hotel,1,30,2016,October,41,2,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.28,0,0,Canceled,2016-09-09,Agent,2,4,557.12,0
City Hotel,1,34,2016,October,41,2,2,2,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Canceled,2016-09-28,Agent,1,4,558.0,0
City Hotel,1,33,2016,October,41,2,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,123.82,0,0,Canceled,2016-08-30,Agent,2,5,619.0999999999999,0
City Hotel,1,249,2016,October,41,2,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,0,Canceled,2016-02-23,Agent,2,5,599.25,0
City Hotel,1,37,2016,October,41,2,2,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.55,0,0,Canceled,2016-09-28,Agent,1,5,627.75,0
City Hotel,1,258,2016,October,41,2,2,5,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,0,Canceled,2016-01-18,Agent,2,7,630.6999999999999,0
City Hotel,1,258,2016,October,41,2,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2016-01-21,Agent,2,7,702.1,0
City Hotel,1,186,2016,October,41,2,2,5,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-03-30,Agent,3,7,875.6999999999999,1
City Hotel,1,28,2016,October,41,3,1,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2016-09-29,Agent,2,1,126.0,0
City Hotel,1,208,2016,October,41,3,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,83.85,0,0,Canceled,2016-07-21,Agent,2,1,83.85,0
City Hotel,1,43,2016,October,41,3,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-09-29,Agent,2,1,108.0,0
City Hotel,1,66,2016,October,41,3,1,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,119.07,0,1,Canceled,2016-08-25,Agent,2,2,238.14,0
City Hotel,1,12,2016,October,41,3,1,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2016-09-21,Agent,2,2,270.0,0
City Hotel,1,155,2016,October,41,3,1,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,0,Canceled,2016-05-03,Agent,1,2,226.8,0
City Hotel,1,96,2016,October,41,3,1,1,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,3,Canceled,2016-08-27,Agent,1,2,216.0,0
City Hotel,1,36,2016,October,41,3,1,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2016-09-29,Agent,2,2,194.4,0
City Hotel,1,96,2016,October,41,3,1,1,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-07-03,Agent,1,2,216.0,0
City Hotel,1,33,2016,October,41,3,1,1,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,215.55,0,3,Canceled,2016-09-04,Agent,3,2,431.1,0
City Hotel,1,25,2016,October,41,3,1,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Canceled,2016-09-13,Agent,2,2,258.0,0
City Hotel,1,45,2016,October,41,3,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2016-08-19,Agent,2,3,378.0,0
City Hotel,1,157,2016,October,41,3,1,2,2,0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-04-30,Agent,2,3,324.0,0
City Hotel,1,10,2016,October,41,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,105.0,0,0,Canceled,2016-09-30,Agent,2,3,315.0,0
City Hotel,1,24,2016,October,41,3,1,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-09-27,Agent,2,3,348.29999999999995,0
City Hotel,1,150,2016,October,41,3,1,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2016-05-24,Agent,3,3,405.0,1
City Hotel,1,19,2016,October,41,3,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,2016-09-20,Agent,2,3,447.0,0
City Hotel,1,10,2016,October,41,3,1,2,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,3,Canceled,2016-09-29,Agent,1,3,405.0,0
City Hotel,1,47,2016,October,41,3,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,1,Canceled,2016-09-05,Agent,2,3,459.0,0
City Hotel,1,41,2016,October,41,3,1,2,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-09-28,Agent,1,3,315.9,0
City Hotel,1,220,2016,October,41,3,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,,51.0,0,Transient-Party,106.0,0,0,Canceled,2016-08-29,Company,1,3,318.0,0
City Hotel,1,219,2016,October,41,3,1,3,2,0,0,BB,MKD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.85,0,0,Canceled,2016-07-29,Agent,2,4,411.4,0
City Hotel,1,285,2016,October,41,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,24,Transient,100.0,0,0,Canceled,2016-01-16,Agent,2,4,400.0,0
City Hotel,1,49,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,2,Canceled,2016-09-19,Agent,2,4,475.2,0
City Hotel,1,223,2016,October,41,3,1,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.85,0,0,Canceled,2016-02-24,Agent,2,4,411.4,0
City Hotel,1,49,2016,October,41,3,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-08-15,Agent,2,4,432.0,0
City Hotel,1,160,2016,October,41,3,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,0,Canceled,2016-04-27,Agent,2,4,529.2,0
City Hotel,1,30,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.78,0,0,Canceled,2016-09-04,Agent,2,4,611.12,0
City Hotel,0,281,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient-Party,108.8,0,0,Check-Out,2016-10-07,Agent,2,4,435.2,0
City Hotel,1,45,2016,October,41,3,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,111.6,0,0,Canceled,2016-08-23,Agent,2,4,446.4,0
City Hotel,1,219,2016,October,41,3,1,3,2,0,0,BB,MKD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.85,0,1,Canceled,2016-08-21,Agent,2,4,411.4,0
City Hotel,1,281,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,108.8,0,0,Canceled,2015-12-27,Agent,2,4,435.2,0
City Hotel,1,30,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.28,0,0,Canceled,2016-09-04,Agent,2,4,557.12,0
City Hotel,0,281,2016,October,41,3,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,7,No Deposit,9.0,,0,Transient-Party,126.3,0,0,Check-Out,2016-10-07,Agent,3,4,505.2,0
City Hotel,1,35,2016,October,41,3,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2016-08-29,Agent,2,4,558.0,0
City Hotel,0,281,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,168.3,0,0,Check-Out,2016-10-07,Agent,2,4,673.2,0
City Hotel,1,206,2016,October,41,3,1,4,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.45,0,0,Canceled,2016-03-14,Agent,3,5,667.25,0
City Hotel,1,27,2016,October,41,3,1,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.8,0,0,Canceled,2016-09-06,Agent,2,5,819.0,0
City Hotel,1,31,2016,October,41,3,1,5,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,173.25,0,1,Canceled,2016-09-21,Agent,3,6,1039.5,0
City Hotel,1,67,2016,October,41,3,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,0,Canceled,2016-09-20,Agent,2,7,595.0,0
City Hotel,1,122,2016,October,41,4,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,108.0,0,1,No-Show,2016-10-04,Agent,2,1,108.0,0
City Hotel,1,207,2016,October,41,4,0,1,2,0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0,Canceled,2016-03-11,Agent,2,1,98.1,0
City Hotel,1,83,2016,October,41,4,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,1,Canceled,2016-09-16,Agent,2,1,118.8,0
City Hotel,1,48,2016,October,41,4,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-08-18,Agent,2,3,324.0,0
City Hotel,1,183,2016,October,41,4,0,3,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,2,Canceled,2016-09-29,Agent,1,3,310.5,0
City Hotel,1,184,2016,October,41,4,0,3,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,101.05,0,0,Canceled,2016-04-09,Agent,1,3,303.15,0
City Hotel,1,184,2016,October,41,4,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-04-09,Agent,3,3,375.29999999999995,1
City Hotel,1,21,2016,October,41,4,0,3,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-09-29,Agent,2,3,348.29999999999995,0
City Hotel,1,172,2016,October,41,4,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,0,Canceled,2016-06-14,Agent,3,3,326.70000000000005,1
City Hotel,1,184,2016,October,41,4,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-04-03,Agent,3,3,375.29999999999995,1
City Hotel,1,184,2016,October,41,4,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,101.05,0,0,Canceled,2016-04-09,Agent,2,3,303.15,0
City Hotel,1,20,2016,October,41,4,0,3,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0,Canceled,2016-09-15,Agent,2,3,387.0,0
City Hotel,1,184,2016,October,41,4,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,2016-04-09,Agent,2,3,367.20000000000005,0
City Hotel,1,172,2016,October,41,4,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,180.9,0,0,Canceled,2016-06-14,Agent,2,3,542.7,0
City Hotel,1,172,2016,October,41,4,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-06-14,Agent,3,3,375.29999999999995,1
City Hotel,1,184,2016,October,41,4,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,2016-04-03,Agent,2,3,367.20000000000005,0
City Hotel,1,184,2016,October,41,4,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,2016-04-09,Agent,3,3,367.20000000000005,1
City Hotel,1,50,2016,October,41,4,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,0,Canceled,2016-08-15,Agent,2,3,356.4,0
City Hotel,1,38,2016,October,41,4,0,3,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.55,0,0,Canceled,2016-08-28,Agent,2,3,376.65,0
City Hotel,1,46,2016,October,41,4,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Canceled,2016-08-28,Agent,2,4,558.0,0
City Hotel,1,206,2016,October,41,4,0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.85,0,4,Canceled,2016-09-22,Agent,2,4,411.4,0
City Hotel,1,175,2016,October,41,4,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,82.28,0,0,Canceled,2016-04-19,Agent,2,4,329.12,0
City Hotel,1,168,2016,October,41,4,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,82.28,0,0,Canceled,2016-04-25,Agent,2,4,329.12,0
City Hotel,1,144,2016,October,41,4,0,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,1,No-Show,2016-10-04,Agent,3,5,756.0,0
